reviewId,content,score
fac91dbc-f63d-4029-9b82-a5a92faa0f81,beautiful couple 💝,5
44b9a0f0-99a9-4d58-a28c-0877a0a09fe8,good,4
e0856c14-19cc-4159-bd2b-d1efebc58fc1,Best 👌,5
65416d97-3d78-4aaa-b214-06501a1f95ec,Good,5
f683c86b-3afe-4375-9d04-d541f272852c,good 👍,5
2b7fd935-9c05-487d-a0df-3369ad5fe792,"It's too bad, every time I try log in using email or phone number it always wanted to make me log in to a weird woman from somewhere else",1
31110159-09ec-4417-b44b-a496df2fc73a,good,5
50f72106-4f44-4a63-8865-7e48c193cafa,good,5
b82b1d3b-dd6e-447e-bef5-2820d74c09bc,good,5
40802c57-290f-4bcd-8be7-9700275db478,very useful app,5
60261acd-e760-429f-83d1-fbaf1b97e4da,good facebook,5
af33635f-e783-4b96-8223-451eeefdd982,hacked into the account and access it for so many years people have been and I just wanted to give up and I will be able to get rid of all of those things removing app for go[PCH invaders]!.,1
56067c35-5f21-4cc0-8aba-fbb8b88aa241,"nice one ' agree ako Jan, sna not to tempuraly lang, para' PG maluwag sumisikip eh' I salute you💞 sir mom...💞",5
c8c03fa1-c973-451b-9d7e-6e8fd1fe1054,my account has some issues dissolve this,1
87047080-ff45-4b7f-ab91-f02d1a8a0f0f,preinstalled trash,1
9897ea9d-df1a-4a66-88b7-248f23858f74,FB change my all boring times.,5
0d57ab03-5bc4-44d9-bf10-4824bbab90d0,thanks for all,5
ac79c93e-a6e4-42a9-9eb9-1738658a99cd,Absolutely phenomenal experience! 🌟 Everything exceeded expectations—from the quality to the service. Truly top-tier and worth every moment. Highly recommended! 💯🔥,5
b6053627-a701-4603-b9ab-f7ee19123770,Have had my account for well over 10 years and barely post on it and out of no where I get it suspended for well over a month. Noone will get back to me even after submitting an appeal right away. Now my friends and family can't get ahold of me which is pretty frustrating...,1
62f11d8c-0902-48a7-b68e-972e3e6df994,rajgir hai,5
14f42e1a-b495-4fe2-aad5-b45cf3a3aef8,Fantastic,5
36d1d7b0-5346-4707-95bb-b5845f5478e2,nice,5
f7fc64b7-be1d-430f-92a8-d78f1656c177,good,5
f282bcc0-88b6-4856-9da4-2a8f53b4001a,good,5
67be7317-e6cd-49e3-af93-9bceb9e727be,Good,5
b35e8a3b-9dda-49c2-9809-cd0d08619707,كل مرة تحديث وزيادة فالسعة بلا معنى,1
624ddee8-6e63-493f-b11b-1ed89d8ffe53,cool,5
7ed6f361-d6b1-4c14-b1d4-77b4e8e927a4,"A great platform to stay connected with people and discover communities. It’s perfect for sharing updates, joining groups, and keeping up with events. Everything is in one place, making it super convenient and engaging.",5
bbe85b5d-1bd2-4bd3-a3a0-ec22b7270c68,I hate new update,1
3ad8bf7b-9dc9-46b3-8741-763653e91da8,good,5
39462137-574c-42fb-9ea6-3061320da356,good,2
45c88eeb-d3ce-4840-936e-be94024d207f,ok,5
1831962f-50b4-4f57-b263-6cd9a2f93249,good,5
b5fadd03-7ba4-4d2b-9f98-ddf6ed2e72e7,"I have been using it since 2016 ,it's one of the best App.",5
0d2414a9-ca8c-4e99-b32c-18060866a8bf,"My account have been suspended since 19th of January 2026. I have sent an appeal and yet it is still suspended. I have followed up with every detail needed and I'm still locked out. i have written several mails to support and appeal yet no reply neither is my account activated. Please you guys unsuspend my account as this has made me lose contact with friends, family and customers. I feel so frustrated. Regards Adeleye Tunde Richard.",1
b2497e7d-733e-4f66-b627-fa2041d73fd6,"My application keeps getting error page ""saying something went wrong, please try again"". I tried to uninstall it and then install it again. Still doesn't work. My connection is fine. Any suggestion to help this problem?",2
de585dc3-09fa-42f2-beb2-f904a485e093,ভালো না আমার ভিডিও তে ভিউ আর রিচ দেই না,1
46df73cc-5f22-4745-8faa-d10053667dc2,"Facebook til remains the best platform to get in touch with friends and family,and also a place to get work opportunity",5
73c749f1-552c-455f-974e-99889c36e24e,Just okay but just the story graphics,3
b6d339af-9e53-4173-8c20-01e72fa69479,▪︎Bring back the ability to search for public posts on Facebook! ▪︎Add a new feature to lock comments so no one can reply. ▪︎Add 'Mark All As Read' button in the notification tab.,1
b8dfc7aa-c6b9-48ad-97ac-5f51f5e62630,Best Social media for news around the world and video chat calls,5
b9adc272-c0b3-4142-bfce-9edf1006ff29,a lot of updates,1
710b7725-b316-43ff-95e9-fb81113ee8a0,good,5
2d3e99e8-6f4b-4721-83ba-a1c2efbb3169,nice,5
cc8eb307-45a9-47b3-9d89-f670414f7e67,"it could be better Facebook was way better when I joined in 2008,now over the years it's mostly fighting videos, or sexual and it's not cute to keep one bit so I delete those pages, to l post those videos are not social and I hope they get rid of those type of contents soon, other than that I like staying in touch with family/friends",3
3b5ac0fd-8852-494f-b377-4de5a77d75b5,it continues automatically signing me out within 1 second after I sign in! 😡,1
e67b15ba-2de3-49df-9f13-707f62207ee1,"I am giving one star because of Facebook videos ,,we have seen lots of videos with half screen, why you are not fixing this issue",1
5de67739-4996-4215-88d4-7f327ba9dcaa,"My facebook account has been disabled after I was asked to take a selfie of which I did successfully. When I click on the Appeal button on the mail, I am being redirected to the facebook page to login, where I'm immediately informed that my account has been disabled and can't move beyond that page. I have tried various avenues to contact Facebook but haven't received a response in any of them.",1
85f6f0f3-60d4-445e-84bc-f26700d80369,Kenapa sangat mudah menonaktifkan akun!!!!,1
9c98fe16-dfda-4082-ada9-732e42a91b81,its a pain,1
0fc4b0cd-9d13-4af7-9a26-5f166309eed0,"superb social apps, alot of features and market place is awesome",5
ca449480-6afe-438e-bee8-6bafbcf6193b,very good application,5
86200567-3d9e-4fe9-8bed-87584922552b,"Facebook is a great platform to stay connected with friends and family. It offers a wide range of features including groups, marketplace, and events, making it very versatile.",5
761685f8-7762-41d0-9cef-14033d43b0e6,good,5
b5415875-e206-47dc-b060-d75ff4e956b4,good,5
6836c7e8-9437-41fe-ba85-540c2094a530,good,5
3f4dcff9-9dd1-4dd5-aee0-757f4675c614,bad,1
7834a44b-270a-4caa-a3a1-8449e36d83e9,good app,5
492620fd-c59b-4113-9486-cac92eb9afb3,Thank You for all you do 😎,5
d786437b-a1c3-4810-95f6-5e66d8ba9350,okay,5
bbe5f216-3610-4123-8888-83e4c3fe5024,"Facebook remains a titan of social media, offering a massive platform for global connection. It excels at keeping friends and families updated through its versatile feed, where users share photos, videos, and life milestones. Beyond personal networking, Facebook Groups provide a unique space for niche communities and local interests to thrive. With integrated features like Marketplace for local trading and Watch for video content, it is a comprehensive hub for entertainment and social utility.",5
e6116169-c1eb-4766-9517-25951f62c530,"Facebook is a great app for staying connected with friends and family. It’s easy to use, lets you share photos and videos, and join communities with similar interests. Overall, it’s a fun and useful platform for communication and entertainment 👍",5
1505eec2-84d2-4850-94bf-ed517f5fded4,all are my best friend I feel so happy for you.,1
0d8b0636-d491-4dd7-9ebc-11ebd1fee44f,"Facebook is a great platform for staying connected and updated with what’s happening around the world. I like how it brings together friends, family, news, and entertainment all in one place. The ability to join groups, follow pages, and discover content based on my interests makes it engaging and useful. Marketplace and events features are also very convenient. While there can be occasional issues with ads and privacy, overall it’s still a powerful and versatile social media app.",5
f9de9c8e-5621-48c1-8ca1-61ab9195f857,very very good Facebook,5
39612b50-10a6-4eba-8dae-9d5d8781e213,it's very good 😊,5
1424584b-4617-487d-b590-e19677d169da,helpful,5
30dc785a-a627-4f9b-b4db-78f87ec0a7ce,video breaking scratch sound,1
7741a3c6-6641-4fb3-b613-83bc98d211d2,Nice,5
5b24ba59-f6d3-4119-b398-03a8e2ffd315,"⭐️⭐️⭐️⭐️⭐️ (5/5) is easy to use and great for staying connected with friends and family. I can share updates, watch videos, and find useful information anytime. Overall, it’s a very helpful and enjoyable app 👍",5
8cf9cbb7-b8f8-4e5a-8a91-a4878fed0ec4,thanks you 💕 Meta,5
8f5f2d0b-b631-4c8f-87d2-9be677b5d491,"Facebook is a good platform for staying connected with friends anc family. It lets you share photos, updates, and memories easily. The app also has features like groups, marketplace, and events, so i like it",5
499ea9db-5cec-4051-a03e-66b0acdbf7ad,outstanding,5
dd4e281c-00a7-470e-93df-ae500c44431c,"""best app"" where? you little meta babies just DISABLE AND SUSPEND ACCOUNTS FOR NO REASON. ATLEAST BAN ACCS THAT'S REALLY VIOLATING YOUR STUPID RULES? ALL MY ACCS? GONE. PERMANENTLY DISABLED AND U GUYS WONT EVEN DISCLOSE WHAT WE VIOLATED. I HAVE SENT MANY APPEALS BUT IT WAS USELESS. u ppl can't even have conscience. accounts that have bussiness, clients, and for communicating friends and family. How can we do that now? Even after creating a new acc it will still get banned? Fix your moderation.",1
a5333eda-0a6d-4711-ae2c-ec97c7b5b075,I LOVE YAOU,2
0999352f-2c93-4d3f-8413-c8f708eabb93,"Too many in reel ads. a two minute clip with three 20 second ads, time has come to say goodbye faceplant, your commercial greed just stepped too far over the Fulcrum line. Your replacement is imminent, your fall from grace, absolute. You will not exist as a commercial operation within 3 years.",1
e613519a-0f00-460a-a9a8-7ef0042cb83c,i have already installed this app kindly dont advertise me waisting ur add,3
548ffae1-cecc-4dbb-a15f-0b3c6ad2a6d2,very responsive seller,5
e9102f0b-9ef8-41ef-8adb-348106af91e9,please release beta program,3
6ac0dc02-0818-4b2e-b128-c89d8ad27a75,Good,4
0a4cf592-fb56-4113-9eec-3cbd11b04df4,good but uses alot of data,5
3c5e9bb2-79b6-4bec-bed1-69ba2ab0628a,nice,4
286d26a4-482d-4f98-860d-0a514635f980,👑️♥️,5
2a140a00-b1a2-44f0-a3cb-d9e60701edc2,i can't deactivate my account.,1
e6d68e3e-c997-4575-bc2a-84149e021979,good,4
9837880d-1c86-475f-9d6f-614c6e78c174,2 ads every 30 sec for a 5min reels is just too much. whats next? Fb pro+ monthly subs for no ads?,1
c52119d0-600a-4d6e-8001-d9058a03e6ab,Facebook suspended my account without any valid reason.,3
cbcd1898-c7de-4974-b3db-5550088c3e2a,play this app,5
bc1f3f8a-7a05-4329-a80d-e746a1312cdd,love it,5
6fba70f3-2a83-484f-8b07-6d0be6d660a1,gajab,5
cb77c8b7-3253-49f9-8bc7-1298c7c913ab,awesome app!!!,5
049c16ed-86d4-4ee3-8327-9f2e5e81e077,still be the best platform,5
3bac1219-0efe-4af3-8637-a18ece57268d,good,5
3b37c934-eb19-4258-b688-32704aaeb713,i got bad ui on marketplace tab,2
a7713d00-c40d-4825-a069-4d3ca1d609d4,Saya dah guna app ni lama. Interface dia simple dan senang faham. Banyak fungsi menarik dan jarang ada masalah. Sangat puas hati 👍,5
4ccc5312-3bed-4da9-8625-7a7725e98964,besr,5
29e26136-da31-41f9-b181-5c32ae7052d4,very convenient apps,5
83924f32-8bcd-4f4d-aee7-86dd71501d58,nice,5
0386428e-4521-4c19-a6bc-8bbe53499d44,I don't know the problem if I open account the next thing they will disable my account I have done several face verification what is going on with Facebook my old account they have disable it too I open another one same thing I open again account disable,2
4cca08be-b8c4-42c4-836f-aeb9c90c1b60,good,5
0b39d379-d0e4-4c14-acf5-b467ed64756e,ok sir thank you,5
8f110c95-37df-4f90-9d08-2bc7fd7f0854,nice I like it,5
496586e6-5fe3-4df5-aa71-21099fea9161,excellent,5
bc9b6c6d-f345-4053-b663-d348a999e770,it's goodddddd,5
3a9fbe12-b627-4401-8ac9-89fb763d6532,verry good,5
c7ffd1f8-f86a-4598-af64-5a1e7fa8d742,nice 👍,1
7d6490c7-5785-4a18-82f1-fd6c33196ad4,good,5
795be6da-96a2-437b-860a-5b621062a920,Dumbest community guidelines bot which will simply slap users with penalties without actually examining context. Any appeals is about as useful as trying to pee into a coke bottle. Claims to be a human reviewer but very obviously another bot.,1
c16df3e4-21f5-4197-8561-05da7488253d,good,5
1148d41b-bc47-4df8-b5cf-ce4f4e133ffd,धन्यवाद,5
c8b027ef-a93a-44ea-b337-5808f386c420,"Facebook ialah aplikasi media sosial yang sangat popular yang membantu saya kekal berhubung dengan rakan, keluarga dan komuniti. Saya suka bagaimana saya boleh berkongsi siaran, foto dan video dengan mudah, dan juga sentiasa dikemas kini dengan berita dan acara. Aplikasi ini mesra pengguna dan mempunyai banyak ciri berguna seperti Messenger, kumpulan dan marketplace. Secara keseluruhan, ia merupakan aplikasi yang hebat untuk komunikasi dan rangkaian sosial.⭐⭐⭐⭐⭐",5
7c7031e9-588c-456b-a36b-517e35f5c721,please on automatically next reels future.,1
2f57ab8e-e13d-4373-b43d-0af859e7da52,best therapy centre,5
eac5855a-9f0c-4e74-9057-f5d37ef3b924,nice 👍,5
3b9f84ad-595b-4a31-8bf5-1fed4dc121e2,exiclent,5
704afcc8-c34c-41ac-867b-5a551ccb4d5c,facebook good platform for timepaas,5
8f718776-ff36-4c4b-9d44-c6acbcc37dbc,mashallah,5
d565aab3-f801-4195-a63d-5f6c7fa44991,good,5
01376fb8-d640-4813-a249-861cc3fa3dfe,good,3
f5addc45-843a-43ed-834b-5bde6b771ae0,Do not share my information without my permission.,1
a8583c90-f59c-4355-af50-e2b1e95a7348,brimo rich,5
4f8781ee-7987-4faf-920f-c760c80f953d,so Bat,5
51b5df83-e497-4e6f-b361-b4ea46d1f51d,good job,5
c841a636-d6eb-43f4-8d54-06f7df7aad10,oh how I love ❤️ 😍 💖 ❣️ 💕,5
b49bce19-da62-4c55-a007-8603b7defd2e,quality,5
d6ae865d-3006-45b4-a3ff-b49e91a4fbe2,"No one wants ""most relevant"" comments as default. We know you want to censor stuff you don't like but we don't want to have to click all comments very single fkn time! Ridiculous. Also, just let us disable the browser and default to external.",1
fdeefd75-161e-4bb5-96c8-d4a48d416b8b,"I have been using this app for many years, it is a very good app, talking to people, making friendship with new people, very nice application",5
c60f557a-6e3b-4159-9ef8-e1bfd81e1a8f,Excellent,5
f931674c-3600-4ac4-a466-aa2d0e114c5a,love you,5
097a9b46-d0c4-47b7-9cc3-d21816669ee5,great app,5
cb441e65-daa7-423b-aba5-2df71bca857a,ilikemusic,4
aafbb281-4dbe-433e-98e4-f2c9c4e6359c,a reg,5
f7cda46b-cf87-4601-bfb3-017855dd06f3,best app,5
4a449816-e11f-4141-b6f2-9a6bd8042b9d,bekar,1
873ad7ae-d161-4b77-96ab-df020dd71f52,poor,3
76e2a0d2-f668-4f6e-a98f-d901160061d5,very very very nice 🙂💯,5
6c24cacd-6920-42f0-a1fd-b79d344b617f,nice Apu,5
9c6dcf9a-958b-448d-a035-7ce4253cf560,"the best social app .. using since 2016 , sometimes there are some issues but after update they are fixed ... thanks meta for this great app.",5
b0e1968b-b535-44a9-936d-886ccd67c1ca,fine,5
ed6deff1-e156-442e-952c-93ccb1525bd7,Good Apps,5
c9bc2ccc-60c5-4910-8066-1d45895745a0,супер,5
21ac02e8-c668-476c-a3ec-f50dbc942c99,this app is okay to I'm wondering why I can't use market place I don't know if I have violations,1
90db7a28-aa64-41a1-b7f5-72074b8046b0,no my video follow,1
4fab4677-f9c4-4406-b521-a2e32aaf7e44,"What is this nonsense, the same video is not uploading even after uploading it 10 times. One-time upload",1
cbd931b9-e2fc-40ce-8764-4e57a591b179,useful,4
d05a0062-3c1d-441e-a29e-65ed694364fa,Why am I not receiving the SMS code for 'forgot password'? Please fix this as soon as possible 🤬😡,1
e132b8e1-66a5-456f-af5e-f08c00a9c254,❤️,5
b0579f22-3ef8-4f39-8a00-3b48884497ac,"Year 3. still buggy, doesn't work well on foldables. Background music is always paused when opening the switching to the Facebook",1
b7399f58-c1b6-4620-a010-e57f4810df4c,Still The Best!,5
cc945d5e-fbe4-4b80-9f3b-048fb80b62e6,goood ap Facebook,5
b986cf51-36f6-4cb0-b1be-7115716b38a9,full damaged,1
6bc6be68-0783-4b22-951f-a74635a6eed8,great app,5
b661dfd7-d058-4f71-8f85-18a85a6d7e90,very good,5
fe30e53a-0d1c-46e1-bacf-a84dbe99f29d,คือถ้าระบบมันทำให้สร้างโปรไฟล์ได้เรื่อยๆ แต่มีแค่ 4 อันก็โดนระงับถาวรแล้วแบบนี้จะทำมาทำไมครับ คนนะครับไม่ใช่ควายมาทำระบบแบบนี้ได้โดยไม่มีสมองคิด เพราะถ้าทำแล้วก็ต้องสามารถใช้ได้ ไม่ใช่ทำแล้วให้คนใช้เสร็จปุ้ปโดนระงับ ระบบที่ความคิดไม่ทันสมัย ถ้ามันไร้ค่าก็เอาออกนะครับ,1
9f549c74-74af-4e56-9491-232f21dca7bf,one of the best platform,5
cd0c8c44-a447-44ab-b945-dd56bd64cebf,good,5
48cc84a8-c651-4d44-80a1-4ed04df1f32e,"I like this app for its vast communication and connection to different people and profiles. We can save any videos for future use. We can also communicate to anyone sitting at any place in the world. In essence, it is very helpful for me, for us.. everyone.",5
23ca8dbe-ce1d-4baf-902f-54a08bf5539e,goooooood,4
ae791e76-3401-42e2-8f92-2bdc125ae165,Happy,5
7f730d24-9570-4f4e-9671-11148e4de332,so good,5
40c1fd37-ed22-46e9-8387-b905fdee4c7a,nice pic of you yarr and your lovely 🤩🤩🤩🤩 God bless me,5
93797720-35eb-40f8-801e-4da7e033f00b,I always follow terms and conditions Facebook team please unbband my account,5
92c99ecc-521c-4555-a198-de023ea4edb2,"So far so good pero suddenly my main account was suspended for absolutely no reason. I heard things that even if you appeal for your account, it would still get banned.",1
d922fc78-40c8-48d4-af57-4938137b9490,good,5
a2907df9-5766-4600-9325-060a095ae91c,very usefull.,5
9cee031a-92b8-42a1-8f71-fd31b41bfb3f,nice performance,5
d90de9b8-3f20-475c-947e-af7c66eb08b6,very excellent,5
5bac4abd-9a80-45fa-b948-1404dcc3b92c,Lover Facebook,5
b87c5f94-069f-421d-a82e-824df925a4d6,so nice 👍,5
e9c3b5de-a303-43fd-baa5-81b2e24fbc72,love it,5
a14895aa-1584-4381-95a7-5f2c5f9a69e7,very excellent...,5
fca3b4b8-0a32-48db-912b-1f60d32b546e,scroll down error,1
013a0166-c5d7-4861-af0d-60a8ac3098e3,very good day,5
64fb6894-6c04-4aaa-bb14-fd6dbcdefb9a,very good platform for social man,5
e1d35428-ed37-4236-9567-8e55481a7bda,hoih lua gel cie la zong ngaih ma mah ei,5
2d24564d-e2c3-46a2-86f2-e1e72265ca5a,bad 😞 app,1
a4304be7-5017-44a6-a642-76106ad5d2f6,This app is good.,5
a99fe9a4-cce0-4b2e-8e8c-f38d5aa6a8e9,So super 👍👌👍,5
3bccb560-1baa-4339-bae6-27107e86eb78,best way to express your self..,5
d63b5a66-f629-43ea-b8e8-2907760d35bd,getting more worse with every update why do you keep deleting recent searches? also how do I turn off trending searches/groups?,1
256c9300-77ae-4959-90e3-37690c500fe9,excellent app some things useful and some things bad.,5
89f7817e-d0fb-4c50-aef2-746586cfaa2c,also the very powerful performance I am very happy on Facebook,5
67f24a25-c515-444a-938d-a5f98f9d1fad,good👍👍👍👍👍👍👍👍👍👍,5
ab131248-c152-4697-be21-54105374ae97,it's The Best of all,5
88b1e9d9-8184-4376-94bb-bd8ee29ace36,‌‌best,5
43393f4c-2484-4269-a61c-37ce1c829863,"I cannot log in to my account that I use on my other phone. I check my password, my username and basically everything that could possibly be the reason why I can't log in, I even gave up and just decided to create another one but it was also denied it said they cannot create a new account for me and I should just try later so I did yet it did not work. I hope this get fix because I'm not the only one who's having a hard time here.",1
7e4208b8-e45e-4bd2-829c-29bc70d2cfb4,good apps,5
5a8544ed-47ec-4195-b7ab-c17e81573a17,good,5
21abfb6e-9708-4452-a2eb-5e50f7562cd2,Good,5
327e4acf-28a0-4bb8-b95b-289aea516aab,very nice good,5
9e3f83bf-d9b0-4301-aa8a-ebfd843fa419,amazing,5
953def13-cdea-46d9-abd5-04d2f4522fdd,my fb locked,4
c01ebb66-42a3-4b45-9894-a4e3447c6b78,very well,5
6718a856-1cfc-4a12-96bd-e754dd6118a4,ghtiya,1
dfb74306-d22f-436a-b748-8921753d9a92,Love❤🥰🥰,5
10b2b054-b1e9-42c3-a6ce-de3a49103072,very God,3
05f348dd-c9e1-432d-a6d9-24211a4d8819,very poor service,3
a0fc7d92-b263-4d15-bce3-2c5032dbf73a,osm,5
962ef5ac-559c-47fb-9084-e9595f9040ba,good,5
16a91ed9-8130-48a6-a781-8aa565bdca4e,very very very very good,5
a7c5a064-72b1-4b25-b39a-992b0f0b2eac,NGE bug Mulu kerjaan nya,3
d3ee1300-1c41-4ae5-9aa5-eaaed62a4055,very good,5
59a9ba39-49f2-4f5f-ac74-19de6516b0ca,♥️,5
31fa05a5-a761-4dca-a853-f27243079bc3,fast and easy,4
ccbe2505-dc77-4fe0-978d-94750deae46b,i ithing this honored for me my profile publicly shine,5
6dfb2be8-f938-45a2-b05d-2966fe696a25,wonderful Channel,5
ae2526bc-5be5-4add-847d-251109c24763,enjoy your Facebook,5
fd3729e5-1709-486d-acb3-791e6bb40d58,Very good Content creator,5
28b5aa68-46fa-4f87-9b06-a6b5aee2d144,"I need urgent help I can't access my two Facebook accounts RAWGOLD RAWGOLD and Golden Eagle please help me, i need my account back",5
f9f7775b-b821-47a3-b828-265dd1f3e92c,Nice,5
295285b6-3192-41e8-93ba-742d8730f0e7,good,5
e3190a45-4746-4c64-ae57-a2899b940b32,सुपर,5
04a690b2-9688-4b3b-b6c4-5b9dbee22c37,sweet,5
24bbe118-1e30-4713-b118-9872e54422c1,thankyou,5
df983d14-a773-4762-8f89-991037c9a9e2,nice foroyou,5
39514f1b-8f6e-46e5-aad5-75f395e6f204,nice,5
6723c604-7d44-4b71-9004-599e68d05447,"super 👌 creators set excellent superhero , tamil hero hindi hero telugu hero world stupister",5
16d12098-014a-4712-9f1c-715b65b3dd83,Like this apk,5
35e30032-505c-47c0-9543-c334824e2125,Very good,5
e9626bbb-1ece-4d3b-9698-c9da95728a71,Darun feedback,5
18ca6a3a-b53f-4a8c-85db-2ad5e3da978a,ok,5
f34f1135-241f-488d-a585-96e2170756f8,"Just no longer worth it, the first social media is no longer an app to own, too many friends bumped... ""Meta Ban Wave"" & Technical Issues: Many users report unintentional,, automated account suspensions or deletions, with some citing unfair treatment by AI moderation systems.",1
c422aa3c-f44b-47d6-b576-7a56cb140980,news live,5
f06fa007-e574-4fe4-bd17-d82598be0172,great,5
a18d123b-780f-4aa8-a979-376072fb7f51,why tf na restrict ako na walang dahilan 💔💔,1
ccbbe54a-a863-4b13-bbb9-4b15c530e5b3,best App but my account is no earning. please Facebook help me earning option.,5
9b58d0c8-4df5-4889-a069-068e7cc983cb,great,5
b0e942e1-1372-4ded-bba8-954f028748bd,🙏🙏🙏🙏🙏🫂🫂🫂🫂🫂🫂🫂🫂🫂🫂🫂🫂🫂🫂,5
7e419879-1aa4-4e24-b662-8157ecdd35c7,good,5
5b571148-ffd9-43b6-b6ec-ea8df03965f6,nice,5
f7752c7c-fa90-40f7-91e3-5ecb0f856b2a,good,4
60fba56d-2d42-466a-8ce6-4d4e0d0fda5b,Thanks you,5
d41e1f04-7e3c-4251-9c91-bd36a330ca13,my Facebook is doing well !!,5
d9b1e1e6-130d-4c52-b840-412a2c29ec51,Thanks you so much.,5
0239f5ae-acdd-4899-ac6f-586730cfec81,😍😍,5
f16ac83c-cdfb-4d89-848c-e6cd7efe3440,good,5
dbaab0b2-4534-4637-a9e4-78b84ed0d73e,confusing,2
39dc31fb-9459-4760-b123-55b691970bec,Good,5
6fa8d59a-2a64-4a97-8292-5fb899b3f8aa,very good 👍,5
59baa3a7-5b1e-436e-8e5b-8a4b8dd26684,ok,5
bf6362a6-b164-41f1-8550-930ccfae557d,thank you 🙏,5
e1d79d71-76ed-4862-b60e-5370de508fb1,Use this apps mainly to catch up with old friends and family. Love it!,5
95a39cc3-5374-4987-8a7c-159c144d51d8,good one,5
b79777bb-44ea-45de-819d-538856a2e944,still working fine 🙂,5
adef115f-ce50-436c-8731-ee4af388cfea,thank you,5
a2e2c9e0-e597-42e7-be7d-29cbeb343d7a,very nice support creativity,5
98f2be0d-5fad-47e9-87f4-bae180b0169e,amazed,5
cf704e76-7748-4bce-bd67-31dd5c18f5af,Better than all,5
2025481f-8e1f-451c-9fb2-630ff1e260c4,bahut bekar,1
6f9d8c2c-16fd-4bbb-b84d-284b469906c6,"full of bugs, the new profile style sucks, i can't put a song pinned under the bio as used to be, people see different style of my profile other than the one i stylised so it's pointless",1
c5bf217e-04fd-4880-b332-0fe6fad4e0d7,ورشت,2
dc905428-21f2-4ab4-b3a6-75affa81a56e,nice,5
32c69586-8d1d-4494-8fd3-5f7a2f4ebddd,free fire ID not will be login in Facebook,1
874a4f39-6ab0-4b2c-968f-1f654fb7827e,good,5
82a75643-4fde-4139-bdf4-8e54228c2e44,thank you,5
7285d84d-ce03-4573-afc9-b326a3656944,nice,5
4342b06d-173d-47b4-b8a6-7b510a67113b,Good,5
2774fa39-e2c4-4836-a531-056706389115,I'm real sick of the ads man.,1
64eab715-fa13-4617-a335-b248d29e72a6,very good,2
9cf1c416-2e32-4345-b7ff-613692bcb24c,good app,5
232337b7-6891-4603-affb-19dfdbd76e0a,best,5
a11d8818-128b-4457-a9cd-f09b37b2fd82,good 👍,5
c189d48e-4505-4d26-ac58-d82dd0039b4b,mad best social network unlimited friends to talk with,5
37f5b047-4005-4175-96cc-2346ae4b4bc9,good,5
f8f61143-4258-44b1-82bf-45dc01e42c96,nice,5
40493e1d-8ee1-4ddb-961a-a9a1dcee38f8,verry nice,5
d8a1920f-2f61-4139-8f23-022acc61f62c,buona,5
4e4bf809-88d2-49de-9053-063fd70c8f6b,good,5
3a980dd8-5df2-4954-9c0e-a3969a55030e,page view problem,3
9b7ca57c-4374-47ba-b8fa-601e4eb0b78a,nice,5
05122149-a921-424d-a2d2-e895e7a85f92,"This app has everything you need for browsing and editing, give it a try.😉",5
787ee0b6-d23b-48fe-a55f-0d8e86e26f72,Facebook is the best I love it,5
9cdf45e4-f6fc-44f1-a141-3458b26a045c,Good,5
f08309ab-6ce3-491f-ab58-dbe155766c61,good.,5
176ecd49-8fc2-428a-a179-eb601171ac22,beautiful acting 😊,5
14a6d3c5-17ab-4f02-a647-48dc365357e6,ok,3
ed87f7fc-2edb-42b2-bbe1-9fd270a6ab58,"I don't like to change my app because I have been using this app for more than 10 years. My relatives, friends, office colleagues and welwishers are using this app. If you change the app I will be disconnected from all of them. So, please do not try to disconnect me from them. I don't feel any discomfort/any problem as yet.",5
57fae070-ee27-407b-82d0-f9c5a36bc851,nice aap,5
846ead3c-ab55-41b9-9c2c-c13cf7e49f7a,wonderful to use this app,5
55467142-a205-4c45-b20e-db8c7609c0b9,Nice 👍,5
d05e361d-339d-44d9-82d9-d703b6124d13,"If a linked game account is suspended, the appeal process takes ten days or more to be approved.",1
d9b33097-18af-4feb-9d87-1231afb07386,bakit hindi siya ma update??,1
c453485d-8029-47ac-b019-43a4cfd41050,♥️♥️♥️♥️♥️♥️♥️♥️,5
f8da8d8a-49ef-45c3-aa7c-953f3f87274b,good,5
b6694b82-adcd-4704-aa7c-1bc895c24399,disabled facebook account recover,5
4cf63cfa-801b-4ce4-9169-e2157742c517,this app is so fantastic 😍,5
7a9b8722-f3fd-4d86-a620-dc48057c0222,Facebook friend,1
c410daa7-d2d8-47d1-9952-91e898a3bc78,Awesome 😎,5
995508d0-100e-4693-8f78-5cc28df379ea,everytime i will coment on Facebook it suddenly rotate. lalo na naka higa.,3
4aaed9ce-e278-4fc7-925f-fbddb2d94ac8,very good 👍,5
f844bb5f-56ba-471e-a439-8dd7450dddcd,বিউটিফুল সফটওয়্যার,1
f55aa918-2b0a-4709-9bbf-e13a16a53476,like and Facebook apps me like,5
d051cfd6-f891-493a-b65d-cab1ea3732c7,ফেইসবুক খুব ভালো একটি বিনোদনের জায়গা,4
3563c67e-545f-4212-966b-c2a3d1ba767b,"Excellent experience, thanks.""",3
c57379f5-e687-40c3-97cf-cd10a3cabdeb,nice,1
922e8c40-f325-4739-8bd3-2d2ea7eb28e5,👍 ww,5
9ad949a2-85b2-4e72-861a-acfaf89cd2b1,wow,5
